## electrons, ring-ring lattice v1.0, E_e=20GeV, E_p=250GeV
##
##
##
##
##
QUADE1R  10.5  -0.105  0.0   0.0700   0.6   -10   0.0	 30.00
QUADE2R  12.1  -0.121  0.0   0.0875   1.2   -10   0.0	-28.57
QUADE3R  14.3  -0.143  0.0   0.0680   1.0   -10   0.0	 20.59
QUADE1L  -10.5   0.105  0.0   0.0700   0.6   -10   0.0	 30.00
QUADE2L  -12.1   0.121  0.0   0.0875   1.2   -10   0.0	-28.57
QUADE3L  -14.3   0.143  0.0   0.0680   1.0   -10   0.0	 20.59
